#languages that colexify these two concepts,concept1,concept2
1,SPEECH,SWEAR
1,SPEECH,SUCK
1,SPEECH,SILK
1,SPEECH,SEA
1,SPEECH,RULE
1,SPEECH,ROPE
1,SPEECH,REASON
1,SPEECH,QUARREL
1,SPEECH,PURSUE
1,SPEECH,PRAY
1,SPEECH,PINE
1,SPEECH,PEACH
1,SPEECH,OCEAN
1,SPEECH,OATH
1,SPEECH,NUMBER
1,SPEECH,MUMBLE
1,SPEECH,MOUTH
1,SPEECH,LIZARD
1,SPEECH,LADDER
1,SPEECH,HOUSE
1,SPEECH,HOE
1,SPEECH,HANG
1,SPEECH,GROUND
1,SPEECH,EARWAX
1,SPEECH,DISPEL
1,SPEECH,COMMAND
1,SPEECH,CHAT (WITH SOMEBODY)
1,SPEECH,BANANA
1,SPEECH,ASK (REQUEST)
1,SPEECH,ANSWER
1,SPEECH,ACCUSE
1,SPEAR,WHEEL
1,SPEAR,VICTORY
1,SPEAR,UNCLE
1,SPEAR,TOOTH
1,SPEAR,TIE
1,SPEAR,THREE
1,SPEAR,TARO
1,SPEAR,SUN
1,SPEAR,SUGAR CANE
1,SPEAR,STONE
1,SPEAR,STAB TO DEATH
1,SPEAR,SNEEZE
1,SPEAR,SNAKE
1,SPEAR,SHOOT
1,SPEAR,SCRAPE
1,SPEAR,ROAST OR FRY
1,SPEAR,PIG
1,SPEAR,OWL
1,SPEAR,OLD (AGED)
1,SPEAR,NAVEL
1,SPEAR,MURDER
1,SPEAR,MOTHER
1,SPEAR,MANGO
1,SPEAR,MACHETE
1,SPEAR,LONTAR PALM
1,SPEAR,KNIFE (FOR EATING)
1,SPEAR,KNIFE
1,SPEAR,IRON OR METAL
1,SPEAR,INTESTINES
1,SPEAR,INSIDE A HOUSE
1,SPEAR,INSIDE
1,SPEAR,IN
1,SPEAR,HIT
1,SPEAR,HARVEST
1,SPEAR,HAMMER
1,SPEAR,HAIR (HEAD)
1,SPEAR,GOAT
1,SPEAR,FURROW
1,SPEAR,FORK
1,SPEAR,FIRE
1,SPEAR,EAR
1,SPEAR,DIG
1,SPEAR,COCONUT
1,SPEAR,CLAW
1,SPEAR,CITRUS FRUIT
1,SPEAR,CARVE
1,SPEAR,CANDLE
1,SPEAR,CABBAGE
1,SPEAR,BOAT
1,SPEAR,BETELNUT
1,SPEAR,BEER
1,SPEAR,BEAN
1,SPEAR,BAT
1,SPEAR,BAMBOO
1,SPEAR,BALL
1,SPEAR,AT
1,SPEAR,ALONE
1,SPEAK,YOUR (PLURAL)
1,SPEAK,YES
1,SPEAK,YEAR
1,SPEAK,WORM
1,SPEAK,WORLD
1,SPEAK,WIPE
1,SPEAK,WINNOWING
1,SPEAK,WING
1,SPEAK,WHITE
1,SPEAK,WHISTLE
1,SPEAK,WEAR
1,SPEAK,WATER
1,SPEAK,WASH
1,SPEAK,WAIT (FOR)
1,SPEAK,VULTURE
1,SPEAK,TWIST
1,SPEAK,TURN
1,SPEAK,TOP
1,SPEAK,THUNDER (VERB)
1,SPEAK,THUMB
1,SPEAK,THREATEN
1,SPEAK,THOUSAND
1,SPEAK,THIRSTY
1,SPEAK,THINK (BELIEVE)
1,SPEAK,THINK
1,SPEAK,THEIR
1,SPEAK,SWELL
1,SPEAK,SWALLOW
1,SPEAK,SURPASS
1,SPEAK,SUN
1,SPEAK,SUIT
1,SPEAK,STUTTER
1,SPEAK,STRETCH
1,SPEAK,STRAIN
1,SPEAK,STIR
1,SPEAK,STICK (CLASSIFIER)
1,SPEAK,SPLIT
1,SPEAK,SPINE
1,SPEAK,SPARK
1,SPEAK,SOUND (OF INSTRUMENT OR VOICE)
1,SPEAK,SNORE
1,SPEAK,SNEEZE
1,SPEAK,SMELL (PERCEIVE)
1,SPEAK,SLEEP
1,SPEAK,SLAUGHTER
1,SPEAK,SKIRT
1,SPEAK,SIT DOWN
1,SPEAK,SHIT (DEFECATE)
1,SPEAK,SHAVE
1,SPEAK,SET (HEAVENLY BODIES)
1,SPEAK,SERVANT
1,SPEAK,SEA
1,SPEAK,SCRATCH
1,SPEAK,SCRAPE
1,SPEAK,SALIVA
1,SPEAK,RUB
1,SPEAK,ROTTEN
1,SPEAK,ROPE
1,SPEAK,REPAIR
1,SPEAK,REFUSE
1,SPEAK,RAINING OR RAIN
1,SPEAK,QUIET
1,SPEAK,QUARREL
1,SPEAK,PULL UP (RICE SEEDLINGS)
1,SPEAK,PROMISE
1,SPEAK,PREPARE
1,SPEAK,POUND
1,SPEAK,POND
1,SPEAK,PLOUGH
1,SPEAK,PLANT STEM
1,SPEAK,PLANT (VEGETATION)
1,SPEAK,PLAIT OR BRAID OR WEAVE
1,SPEAK,PILE UP
1,SPEAK,PERSON (CLASSIFIER)
1,SPEAK,OLD (USED)
1,SPEAK,OATH
1,SPEAK,MOVE AWAY
1,SPEAK,MIX
1,SPEAK,MELT
1,SPEAK,MEET
1,SPEAK,MEAT
1,SPEAK,MAKE DRY
1,SPEAK,MAKE
1,SPEAK,LOOSE
1,SPEAK,LOCK
1,SPEAK,LOBSTER
1,SPEAK,LIZARD
1,SPEAK,LIGHTNING
1,SPEAK,LEFT
1,SPEAK,LEAD (CHEMICAL ELEMENT)
1,SPEAK,LAME
1,SPEAK,KNOW OR BE ABLE
1,SPEAK,KNOCK
1,SPEAK,KNEAD
1,SPEAK,INTEREST
1,SPEAK,INSIDE A HOUSE
1,SPEAK,INITIATION CEREMONY
1,SPEAK,INCREASE
1,SPEAK,HUNT
1,SPEAK,HUNGER
1,SPEAK,HUNDRED
1,SPEAK,HORSE
1,SPEAK,HOME
1,SPEAK,HOE
1,SPEAK,HIDE (CONCEAL)
1,SPEAK,HAVE SEX
1,SPEAK,GROAN
1,SPEAK,GRIND
1,SPEAK,GOOSE
1,SPEAK,GO DOWN (DESCEND)
1,SPEAK,GET WET
1,SPEAK,GET LOST
1,SPEAK,FRUIT
1,SPEAK,FORGE
1,SPEAK,FENCE
1,SPEAK,FEAR (BE AFRAID)
1,SPEAK,FASTEN
1,SPEAK,FART
1,SPEAK,FAR
1,SPEAK,EAT
1,SPEAK,"DWELL (LIVE, RESIDE)"
1,SPEAK,DROP (SOMETHING)
1,SPEAK,DROP
1,SPEAK,DRINK
1,SPEAK,DREAM
1,SPEAK,DRAW (WATER)
1,SPEAK,DRAG
1,SPEAK,DIVORCE
1,SPEAK,DENY
1,SPEAK,DANCE
1,SPEAK,CULTIVATE
1,SPEAK,CRUSH
1,SPEAK,COUNT (QUANTITY)
1,SPEAK,COUGH
1,SPEAK,CONDEMN
1,SPEAK,COMB
1,SPEAK,CLOTHES
1,SPEAK,CLOSE (EYES)
1,SPEAK,CLOG (SOMETHING)
1,SPEAK,CHILD (YOUNG HUMAN)
1,SPEAK,CHIEFTAIN
1,SPEAK,CHEW BETEL
1,SPEAK,CHEW
1,SPEAK,CHECK
1,SPEAK,CALL
1,SPEAK,BUTTON
1,SPEAK,BURY
1,SPEAK,BURN
1,SPEAK,BREAK (CLEAVE)
1,SPEAK,BRACELET
1,SPEAK,BOW
1,SPEAK,BOIL (OF LIQUID)
1,SPEAK,BOAST
1,SPEAK,BLOW (WITH MOUTH)
1,SPEAK,BLOOD
1,SPEAK,BEWITCH
1,SPEAK,BEND (SOMETHING)
1,SPEAK,BELL
1,SPEAK,BECOME SOUR
1,SPEAK,BE HUNGRY
1,SPEAK,BATHE
1,SPEAK,BALL
1,SPEAK,ASK (INQUIRE)
1,SPEAK,APPLE
1,SPEAK,ADMIT
1,SPEAK,ADJUDICATE
1,SPEAK,ACCUSTOM
1,SPARROW,SWALLOW (BIRD)
1,SPARROW,PIMPLEFACE
1,SPARK,WIRE
1,SPARK,WIPE
1,SPARK,WINNOWING
1,SPARK,TWIST
1,SPARK,TWINS
1,SPARK,TURN
1,SPARK,TUMBLE (FALL DOWN)
1,SPARK,TRAVERSE
1,SPARK,THREATEN
1,SPARK,SURPASS
1,SPARK,SUIT
1,SPARK,STRAIN
1,SPARK,STIR
1,SPARK,SQUEEZE
1,SPARK,SPREAD OUT
1,SPARK,SPLIT
1,SPARK,SMELL (PERCEIVE)
1,SPARK,SET (HEAVENLY BODIES)
1,SPARK,SCRATCH
1,SPARK,SCRAPE
1,SPARK,SACRIFICE
1,SPARK,REPAIR
1,SPARK,RAINING OR RAIN
1,SPARK,QUIET
1,SPARK,PREPARE
1,SPARK,PLAIT OR BRAID OR WEAVE
1,SPARK,MELT
1,SPARK,MAKE DRY
1,SPARK,LOBSTER
1,SPARK,HIDE (CONCEAL)
1,SPARK,GROAN
1,SPARK,GET WET
1,SPARK,GET LOST
1,SPARK,FILL
1,SPARK,FASTEN
1,SPARK,FAN (OBJECT)
1,SPARK,DREAM
1,SPARK,DRAW MILK
1,SPARK,DRAG
1,SPARK,DONATE
1,SPARK,DIMINISH
1,SPARK,CRAWL
1,SPARK,CHECK
1,SPARK,BECOME SOUR
1,SPADE,LIE (REST)
1,SPADE,CATTY (MASS UNIT)
1,SOW SEEDS,SPILL (SOMETHING)
1,SOW SEEDS,GROAN
1,SOW SEEDS,GARDEN
1,SOW SEEDS,DISH
1,SOW SEEDS,BEVERAGE
1,SOW (FEMALE PIG),SWAMP
1,SOW (FEMALE PIG),SEA
1,SOW (FEMALE PIG),NUT
1,SOW (FEMALE PIG),MOW
1,SOW (FEMALE PIG),LAKE
1,SOW (FEMALE PIG),GO DOWN (DESCEND)
1,SOW (FEMALE PIG),FOAM
1,SOW (FEMALE PIG),FEMALE (OF ANIMAL)
1,SOW (FEMALE PIG),COW
1,SOW (FEMALE PIG),CHOP
1,SOUTH,WOUND
1,SOUTH,WING
1,SOUTH,WINDOW
1,SOUTH,VOMIT
1,SOUTH,UP
1,SOUTH,TWICE
1,SOUTH,TORCH OR LAMP
1,SOUTH,TOP
1,SOUTH,STRAIGHT
1,SOUTH,STINKING
1,SOUTH,STAND UP
1,SOUTH,SMOKE (EXHAUST)
1,SOUTH,SMELL
1,SOUTH,READ
1,SOUTH,POST
1,SOUTH,POISON
1,SOUTH,MUSHROOM
1,SOUTH,MEAT
1,SOUTH,MALE (OF PERSON)
1,SOUTH,LOW (POSITION OR HEIGHT)
1,SOUTH,LOVE
1,SOUTH,LOUSE
1,SOUTH,LAZY
1,SOUTH,LARVA
1,SOUTH,HURRY
1,SOUTH,HILL
1,SOUTH,GRAZE
1,SOUTH,FLESH
1,SOUTH,END (OF SPACE)
1,SOUTH,DOWN OR BELOW
1,SOUTH,DOWN
1,SOUTH,DIRTY
1,SOUTH,DINNER (SUPPER)
1,SOUTH,CROOKED
1,SOUTH,COLD
1,SOUTH,BRUISE
1,SOUTH,BOTTOM
1,SOUTH,BEFORE
1,SOUTH,BEAR
1,SOUR,YELLOW
1,SOUR,YARN
1,SOUR,WRITE
1,SOUR,WORLD
1,SOUR,WOMAN
1,SOUR,WEATHER
1,SOUR,TOOTH
1,SOUR,TIE UP (TETHER)
1,SOUR,THORN
1,SOUR,THIS
1,SOUR,SWINDLE
1,SOUR,STOMACH
1,SOUR,STICK (CLASSIFIER)
1,SOUR,SQUEEZE
1,SOUR,SOUL
1,SOUR,SIEVE
1,SOUR,SHELF
1,SOUR,SEW
1,SOUR,SEEM
1,SOUR,SCOLD
1,SOUR,ROOT
1,SOUR,ROOF
1,SOUR,RICE PLANT
1,SOUR,RICE
1,SOUR,READ
1,SOUR,RAMIE
1,SOUR,RAKE
1,SOUR,PULL UP (RICE SEEDLINGS)
1,SOUR,PULL OUT
1,SOUR,PULL
1,SOUR,PITCHFORK
1,SOUR,PISS
1,SOUR,PILLOW
1,SOUR,PERSON
1,SOUR,PAIN
1,SOUR,ONE
1,SOUR,OIL (ORGANIC SUBSTANCE)
1,SOUR,NO
1,SOUR,NET (FOR CATCHING)
1,SOUR,NEEDLE (FOR SEWING)
1,SOUR,MOSQUITO
1,SOUR,MIND
1,SOUR,MINCE (SOMETHING)
1,SOUR,MELT
1,SOUR,MEAT
1,SOUR,MAT
1,SOUR,MARRY (AS WOMAN)
1,SOUR,LUNG
1,SOUR,LIVER
1,SOUR,LIKE
1,SOUR,LEG
1,SOUR,LAUGH
1,SOUR,LANGUAGE
1,SOUR,HEART
1,SOUR,HAVE SEX
1,SOUR,HAPPY
1,SOUR,GRANDSON
1,SOUR,GOOD-LOOKING
1,SOUR,GARDEN-HOUSE
1,SOUR,GARDEN
1,SOUR,FORK
1,SOUR,FOR A LONG TIME
1,SOUR,FLESH
1,SOUR,FIELD
1,SOUR,FEMALE (OF PERSON)
1,SOUR,FEAR (BE AFRAID)
1,SOUR,FAT (OF MEAT AND FOOD)
1,SOUR,FAMILY
1,SOUR,FACE
1,SOUR,EMBRACE
1,SOUR,EGG
1,SOUR,DRY
1,SOUR,DIFFICULT
1,SOUR,DAY (NOT NIGHT)
1,SOUR,DARE
1,SOUR,CRY
1,SOUR,COUGH
1,SOUR,CORNER
1,SOUR,COOKED
1,SOUR,CONDEMN
1,SOUR,CHEST
1,SOUR,BRACKISH
1,SOUR,BOWL (CLASSIFIER)
1,SOUR,BLACK
1,SOUR,BITE
1,SOUR,BED
1,SOUR,BALD
1,SOUR,AMBUSH
1,SOUP,WOMAN
1,SOUP,WOK
1,SOUP,WING
1,SOUP,WHISTLE
1,SOUP,WEAVE
1,SOUP,WATERY
1,SOUP,URINE
1,SOUP,UNDRESS
1,SOUP,TORCH OR LAMP
1,SOUP,TONGUE
1,SOUP,TEN
1,SOUP,SWALLOW
1,SOUP,SPICY
1,SOUP,SMOKE (EXHAUST)
1,SOUP,SHAVE
1,SOUP,SEA
1,SOUP,SALIVA
1,SOUP,ROOT
1,SOUP,ROOM
1,SOUP,RIPEN
1,SOUP,PRESS
1,SOUP,PETROLEUM
1,SOUP,PATH
1,SOUP,PAN
1,SOUP,PAINFUL
1,SOUP,OCEAN
1,SOUP,NECK
1,SOUP,MOLD
1,SOUP,MAINLAND
1,SOUP,MAGIC
1,SOUP,LEAD (GUIDE)
1,SOUP,LAY (VERB)
1,SOUP,LAND
1,SOUP,LAKE
1,SOUP,IN
1,SOUP,HANDLE
1,SOUP,GRASS
1,SOUP,GO DOWN (DESCEND)
1,SOUP,FRY
1,SOUP,FRAGRANT
1,SOUP,FOAM
1,SOUP,FIREWOOD
1,SOUP,FINGERNAIL
1,SOUP,FATHOM
1,SOUP,ELEPHANT
1,SOUP,"DWELL (LIVE, RESIDE)"
1,SOUP,DRINK
1,SOUP,COUNTRY
1,SOUP,COOK (SOMETHING)
1,SOUP,CHIEFTAIN
1,SOUP,BRANCH OR TWIG
1,SOUP,BRAID (VERB) OR WEAVE (BASKET)
1,SOUP,BOTTOM
1,SOUP,BODY
1,SOUP,BLOCK (THE WAY)
1,SOUP,BLIND PERSON
1,SOUP,BEARD
1,SOUP,BACK
1,SOUND OR NOISE,WRAP
1,SOUND OR NOISE,WHO
1,SOUND OR NOISE,WARM
1,SOUND OR NOISE,VOMIT
1,SOUND OR NOISE,VINE
1,SOUND OR NOISE,UNCLE
1,SOUND OR NOISE,THOU
1,SOUND OR NOISE,THIGH
1,SOUND OR NOISE,SUN
1,SOUND OR NOISE,STUPID
1,SOUND OR NOISE,STOVE
1,SOUND OR NOISE,STORM
1,SOUND OR NOISE,STEAM
1,SOUND OR NOISE,SPEAR
1,SOUND OR NOISE,SOUND (OF INSTRUMENT OR VOICE)
1,SOUND OR NOISE,SON
1,SOUND OR NOISE,SOFT
1,SOUND OR NOISE,SLIP
1,SOUND OR NOISE,SHRIEK
1,SOUND OR NOISE,SHARPEN (SOMETHING)
1,SOUND OR NOISE,SAND
1,SOUND OR NOISE,SACRIFICE
1,SOUND OR NOISE,REGRET
1,SOUND OR NOISE,POST
1,SOUND OR NOISE,PLOUGH
1,SOUND OR NOISE,OVEN
1,SOUND OR NOISE,MEAL
1,SOUND OR NOISE,MAN
1,SOUND OR NOISE,LIGHT (COLOR)
1,SOUND OR NOISE,LAW
1,SOUND OR NOISE,I
1,SOUND OR NOISE,HUSBAND
1,SOUND OR NOISE,HOT
1,SOUND OR NOISE,HORSE
1,SOUND OR NOISE,HAIR (HEAD)
1,SOUND OR NOISE,GUEST
1,SOUND OR NOISE,GROAN
1,SOUND OR NOISE,GRASS
1,SOUND OR NOISE,GOITER
1,SOUND OR NOISE,FRUIT
1,SOUND OR NOISE,FRIEND
1,SOUND OR NOISE,FOG
1,SOUND OR NOISE,FOAM
1,SOUND OR NOISE,FLOUR
1,SOUND OR NOISE,FIRE
1,SOUND OR NOISE,EAT
1,SOUND OR NOISE,DUCK
1,SOUND OR NOISE,CRY
1,SOUND OR NOISE,CRADLE
1,SOUND OR NOISE,COOK (SOMETHING)
1,SOUND OR NOISE,COLD
1,SOUND OR NOISE,CLUB
1,SOUND OR NOISE,BUCKET
1,SOUND OR NOISE,BROTHER
1,SOUND OR NOISE,BREATH OR BREATHE
1,SOUND OR NOISE,BOAST
1,SOUND OR NOISE,BEND
1,SOUND OR NOISE,BEAD
1,SOUND OR NOISE,BARK
1,SOUND OR NOISE,ARMOUR
1,SOUND OR NOISE,APPLE
1,SOUND OR NOISE,ANGER
1,SOUND OR NOISE,ALONE
1,SOUND OR NOISE,AIR
1,SOUL,YOUNG MAN
1,SOUL,WANT
1,SOUL,UGLY
1,SOUL,TURMERIC
1,SOUL,TRANSIT
1,SOUL,TONGUE
1,SOUL,THINK (REFLECT)
1,SOUL,SWINDLE
1,SOUL,SWEET
1,SOUL,SUN
1,SOUL,SUCK
1,SOUL,STATUE
1,SOUL,SPIN
1,SOUL,SPIDER
1,SOUL,SNIFF
1,SOUL,SKY
1,SOUL,ROTTEN
1,SOUL,REMEMBER
1,SOUL,RAIN (RAINING)
1,SOUL,PERSON
1,SOUL,OUTSIDE
1,SOUL,OLD MAN
1,SOUL,OBSCURE
1,SOUL,NAME
1,SOUL,MOON
1,SOUL,LUNG
1,SOUL,LAUGH
1,SOUL,LAND (DESCEND)
1,SOUL,IDOL
1,SOUL,IDEA
1,SOUL,I
1,SOUL,HEALTHY
1,SOUL,HAIR (BODY)
1,SOUL,GOD
1,SOUL,FRIEND
1,SOUL,FLOOR
1,SOUL,FINGERNAIL
1,SOUL,FEATHER
1,SOUL,FALSE
1,SOUL,FACE
1,SOUL,END (OF TIME)
1,SOUL,DYE
1,SOUL,"DWELL (LIVE, RESIDE)"
1,SOUL,CORPSE
1,SOUL,BIRD
1,SOUL,BEHIND
1,SOUL,BEE
1,SOUL,BEAM
1,SOUL,BE SILENT
1,SOUL,BATTLE-AXE
1,SOUL,ANIMAL
1,SOUL,ANGER
1,SOUL,ANCESTORS
1,SOUL,ALREADY
1,SORGHUM,LIGHT (IN TASTE)
1,SORGHUM,GRAZE
1,SORE,WE TWO
1,SORE,THEE (OBLIQUE CASE OF YOU)
1,SORE,SCAB
1,SORE,HIS (GENITIVE OF HE)
1,SORE,CUT NUT
1,SOOT,SPINE
1,SOOT,FISHING (WITH A HOOK)
1,SOOT,FISHHOOK
1,SOOT,DREAM
1,SOON,WORM
1,SOON,WORK (LABOUR)
1,SOON,UP
1,SOON,TODAY
1,SOON,SON
1,SOON,SEED
1,SOON,SCRAPE
1,SOON,RIPE
1,SOON,REMAINS
1,SOON,PILE UP
1,SOON,NO
1,SOON,MOUTH
1,SOON,LIGHT (WEIGHT)
1,SOON,LAND
1,SOON,KNIFE
1,SOON,HEAD
1,SOON,FORWARD
1,SOON,FOAM
1,SOON,EYEBROW
1,SOON,CURRENT (STREAM)
1,SOON,ARROW
1,SOON,AND
1,SOON,ALONE
1,SOON,AFTERWARDS
1,SONG (CLASSIFIER),HARVEST CROPS
1,SONG,WIRE
1,SONG,SET (HEAVENLY BODIES)
1,SONG,LEAN (MEAT)
1,SONG,HIGH OR TALL
1,SONG,BE DEFEATED
1,SON-IN-LAW (OF WOMAN),FATHER'S BROTHER
1,SON-IN-LAW (OF WOMAN),COUSIN
1,SON-IN-LAW (OF MAN),YOUNG MAN
1,SON-IN-LAW (OF MAN),UNCLE
1,SON-IN-LAW (OF MAN),THATCH
1,SON-IN-LAW (OF MAN),STEPFATHER
1,SON-IN-LAW (OF MAN),SICK
1,SON-IN-LAW (OF MAN),SIBLING'S CHILD
1,SON-IN-LAW (OF MAN),PRESS
1,SON-IN-LAW (OF MAN),OUTSIDE
1,SON-IN-LAW (OF MAN),MOW
1,SON-IN-LAW (OF MAN),HEAVY
1,SON-IN-LAW (OF MAN),FATHER'S SISTER
1,SON-IN-LAW (OF MAN),FATHER'S BROTHER
1,SON-IN-LAW (OF MAN),COUSIN
1,SON-IN-LAW (OF MAN),CHILD (YOUNG HUMAN)
1,SON-IN-LAW (OF MAN),CHILD (DESCENDANT)
1,SON-IN-LAW (OF MAN),BOY
1,SON-IN-LAW (OF MAN),BEGET
1,SON-IN-LAW,SPRINGTIME
1,SON-IN-LAW,NOT
1,SON,YOUNGER BROTHER
1,SON,WORM
1,SON,WOOD
1,SON,WILD BOAR
1,SON,WHISTLE
1,SON,WHEEL
1,SON,WHEAT
1,SON,WATER
1,SON,UNRIPE
1,SON,ULCER
1,SON,TOWER
1,SON,TILE
1,SON,THORN
1,SON,THIS
1,SON,THIGH
1,SON,THEY
1,SON,SWEET
1,SON,STRETCH
1,SON,SLANTED
1,SON,SIBLING'S CHILD
1,SON,ROPE
1,SON,ROOT
1,SON,ROOF
1,SON,RIVER
1,SON,RICE PLANT
1,SON,READ
1,SON,RAW
1,SON,RAINBOW
1,SON,PIG
1,SON,PERSON (CLASSIFIER)
1,SON,OWE
1,SON,OLDER SISTER
1,SON,NO
1,SON,NINE
1,SON,MOTHER
1,SON,MOON
1,SON,MONTH
1,SON,MELT
1,SON,MALE (OF ANIMAL)
1,SON,LUNCH
1,SON,LOOK FOR
1,SON,LIVESTOCK
1,SON,LICK
1,SON,LEOPARD
1,SON,LEAD (CHEMICAL ELEMENT)
1,SON,LAY EGGS
1,SON,LAMP
1,SON,KILL
1,SON,INTEREST
1,SON,INSECT
1,SON,IN FRONT OF
1,SON,IN
1,SON,HOUSE
1,SON,HEAVEN
1,SON,GRANDSON
1,SON,GOD
1,SON,GO DOWN (DESCEND)
1,SON,GIVE BIRTH
1,SON,FRUIT
1,SON,FROM
1,SON,FOR A LONG TIME
1,SON,FISH
1,SON,FEED
1,SON,EGG
1,SON,DUSTPAN
1,SON,DUCK
1,SON,DOOR
1,SON,DOG
1,SON,DEAF
1,SON,CONCEIVE
1,SON,CLOSE (EYES)
1,SON,CHOKE
1,SON,CASSAVA
1,SON,CARRY ON BACK
1,SON,BRICK
1,SON,BLACK
1,SON,BEAN
1,SON,BEAM
1,SON,BE ALIVE OR LIFE
1,SON,BARLEY
1,SON,ASK (REQUEST)
1,SON,ARROW
1,SON,ARMY
1,SON,ANIMAL (CLASSIFIER)
1,SOMETIMES,WHO
1,SOMETIMES,WHICH
1,SOMETIMES,WHEN
1,SOMETIMES,STUPID
1,SOMETIMES,SPACE (AVAILABLE)
1,SOMETIMES,ONE TIME
1,SOMETIMES,IF
1,SOMETIMES,GAP (DISTANCE)
1,SOMETIMES,FOR A LONG TIME
1,SOMETIMES,BEFORE
1,SOMETIMES,ANCESTORS
1,SOME,YOUNG
1,SOME,WHO
1,SOME,WEEK
1,SOME,WANT
1,SOME,UNCLE
1,SOME,THREE
1,SOME,THOU
1,SOME,SOMEONE
1,SOME,SLOW
1,SOME,SISTER
1,SOME,SIBLING
1,SOME,RELATIVES
1,SOME,RAW
1,SOME,RAT
1,SOME,PIECE
1,SOME,PERSON
1,SOME,PAIR
1,SOME,OLDER SISTER
1,SOME,NOTHING
1,SOME,MOTHER'S BROTHER
1,SOME,MOON
1,SOME,MONTH
1,SOME,MANNER
1,SOME,LIGHT (WEIGHT)
1,SOME,LICK
1,SOME,HEAVY
1,SOME,HALF
1,SOME,GOOD LUCK
1,SOME,FIRE
1,SOME,FATHER'S BROTHER
1,SOME,CORRECT (RIGHT)
1,SOME,COLD
1,SOME,CLOUD
1,SOME,BROTHER
1,SOME,AWL
1,SOLID,CLOSED
1,SOLDIER,WATERY
1,SOLDIER,TEN THOUSAND
1,SOLDIER,NOT
1,SOLDIER,MINCE (SOMETHING)
1,SOLDIER,MEDICINE
1,SOLDIER,ICE
1,SOLDIER,HONEY
1,SOLDIER,FIRE
1,SOLDIER,FARMER
1,SOLDIER,DREAM (SOMETHING)
1,SOLDIER,COOKED
1,SOLDIER,BOY
1,SOLDIER,BE HUNGRY
1,SOLDIER,ANIMAL
1,SOFT,YOUNG MAN
1,SOFT,WHISTLE
1,SOFT,WHEEL
1,SOFT,WATERY
1,SOFT,WARM
1,SOFT,WAKE UP
1,SOFT,VEGETABLES
1,SOFT,TURBID
1,SOFT,TREE TRUNK
1,SOFT,TIRED
1,SOFT,TILE
1,SOFT,THINK (REFLECT)
1,SOFT,THIN
1,SOFT,TEAR (SHRED)
1,SOFT,TEA
1,SOFT,SWELLING
1,SOFT,SUNNY
1,SOFT,SUMMER
1,SOFT,STEPMOTHER
1,SOFT,STEAL
1,SOFT,SPRINGTIME
1,SOFT,SLEEP
1,SOFT,SILVER
1,SOFT,SICK
1,SOFT,SHARP
1,SOFT,SECRET
1,SOFT,RIPE
1,SOFT,REST
1,SOFT,RAT
1,SOFT,QUIET
1,SOFT,PILLOW
1,SOFT,PERSON (CLASSIFIER)
1,SOFT,OLD (AGED)
1,SOFT,NIGHT
1,SOFT,NASAL MUCUS (SNOT)
1,SOFT,MOVE (ONESELF)
1,SOFT,MOUTH
1,SOFT,MELT
1,SOFT,LOW (POSITION OR HEIGHT)
1,SOFT,LIME (MATERIAL)
1,SOFT,LIGHT (WEIGHT)
1,SOFT,LIGHT (COLOR)
1,SOFT,LICK
1,SOFT,LAZY
1,SOFT,KIDNEY
1,SOFT,HORN (ANATOMY)
1,SOFT,HELMET
1,SOFT,FUR
1,SOFT,FOOT
1,SOFT,FEATHER OR FUR OR HAIR
1,SOFT,FEATHER
1,SOFT,FACE
1,SOFT,DYE
1,SOFT,DENSE
1,SOFT,CUT DOWN
1,SOFT,CUT
1,SOFT,COUGH
1,SOFT,COOKED
1,SOFT,CLOUD
1,SOFT,CLOTH
1,SOFT,CLEVER
1,SOFT,CLAY
1,SOFT,CATTLE
1,SOFT,CARVE
1,SOFT,BRAIN
1,SOFT,BLUE
1,SOFT,BLOOD VESSEL
1,SOFT,BEE
1,SOFT,BE SILENT
1,SOFT,BE DEFEATED
1,SOFT,BE ALIVE
1,SOFT,BARLEY
1,SOFT,BALD
1,SOFT,ARMPIT
1,SOFT,ANT
1,SOAP,HAWK
1,SOAP,CARRY ON SHOULDER
1,SOAK (VERB),WRAP
1,SOAK (VERB),USE (VERB)
1,SOAK (VERB),SET (HEAVENLY BODIES)
1,SOAK (VERB),SEEDLING
1,SOAK (VERB),PURSUE
1,SOAK (VERB),PILE UP
1,SOAK (VERB),LEOPARD
1,SOAK (VERB),INSERT
1,SOAK (VERB),FOLD
1,SOAK (VERB),FLY (MOVE THROUGH AIR)
1,SOAK (VERB),CUT DOWN
1,SOAK (VERB),COPPER
1,SOAK (VERB),BOAT
1,SOAK (VERB),BLOOM
1,SNOW,WHITE
1,SNOW,TURN AROUND
1,SNOW,TOP
1,SNOW,TONGUE
1,SNOW,TIN (METAL)
1,SNOW,SUGAR
1,SNOW,STORM
1,SNOW,SMELL (PERCEIVE)
1,SNOW,SLEEP
1,SNOW,SIEVE
1,SNOW,SHOE
1,SNOW,SCOLD
1,SNOW,ROPE
1,SNOW,RESCUE
1,SNOW,REPAIR
1,SNOW,NOT
1,SNOW,NEEDLE (FOR SEWING)
1,SNOW,MOTHER-IN-LAW (OF WOMAN)
1,SNOW,MONTH
1,SNOW,LISTEN
1,SNOW,LAIR
1,SNOW,INTEREST
1,SNOW,IDLE
1,SNOW,HOME
1,SNOW,HEAT
1,SNOW,HAIR (HEAD)
